entry_date,exit_date,direction,entry_price,exit_price,size,pnl,pnl_pct
2020-06-05 10:28:02.768103,2020-07-04 10:28:02.768103,short,99.30602723722687,89.266280755537,98.58616110593886,989.7800641066608,10.109906478995942
2020-07-05 10:28:02.768103,2020-07-13 10:28:02.768103,short,89.71758438583049,91.58273991653522,98.1187288843563,-183.0066898443747,-2.078918579309519
2020-07-15 10:28:02.768103,2020-07-20 10:28:02.768103,short,92.38331174320741,92.53384618647772,97.03828545317435,-14.607604276598307,-0.1629454935418797
2020-08-17 10:28:02.768103,2020-08-18 10:28:02.768103,short,97.09258733260104,96.73472289057375,92.29791064017556,33.03014029153131,0.36858060111364566
2020-08-19 10:28:02.768103,2020-08-23 10:28:02.768103,short,94.63253398980908,95.64892458106989,94.17038831128036,-95.71389665496287,-1.0740392848090385
2020-08-24 10:28:02.768103,2020-09-01 10:28:02.768103,short,93.63933677029746,96.0077215436886,95.98248906585647,-227.32346561575625,-2.5292626529392477
2020-09-02 10:28:02.768103,2020-09-06 10:28:02.768103,short,95.91975233207673,97.21111201908454,95.83491307570968,-123.75734335386936,-1.3462917236661442
2020-10-02 10:28:02.768103,2020-10-04 10:28:02.768103,short,97.7393616396831,100.3334648501637,95.1049046077782,-246.71193837548833,-2.6541028782690215
2020-10-05 10:28:02.768103,2020-10-14 10:28:02.768103,short,97.93661396203733,99.17362569055211,97.1911995936717,-120.22665380579349,-1.2630738173103304
2020-10-18 10:28:02.768103,2020-10-19 10:28:02.768103,short,98.25081216306064,101.21959005870887,97.88739955407732,-290.6059480586312,-3.021631913557252
2020-11-11 10:28:02.768103,2020-11-13 10:28:02.768103,long,114.85709101007518,113.85680553954667,86.04518918990642,-86.06975255554023,-0.8708957032881548
2020-11-21 10:28:02.768103,2020-11-23 10:28:02.768103,short,107.27256746473121,108.28194295800756,91.16365733333733,-92.01836158971366,-0.9409446582027707
2020-11-25 10:28:02.768103,2020-12-11 10:28:02.768103,short,105.19498491530467,112.33307253597494,93.63753754128429,-668.3929475534883,-6.785577873714541
2020-12-12 10:28:02.768103,2020-12-13 10:28:02.768103,long,113.42982050023505,115.38260106458894,92.43264477405442,180.50067222660036,1.7215759980417498
2020-12-22 10:28:02.768103,2020-12-23 10:28:02.768103,long,121.9170085561856,118.52994892597715,87.27753336879474,-295.614209897616,-2.7781682558652383
2021-01-03 10:28:02.768103,2021-01-05 10:28:02.768103,short,116.76614034687876,119.74649637762893,88.47297479488772,-263.6809639883516,-2.552414614284919
2021-01-07 10:28:02.768103,2021-01-10 10:28:02.768103,short,117.38012191669394,118.57325029744364,90.03484118116339,-107.42312426953771,-1.0164654468466778
2021-01-11 10:28:02.768103,2021-01-14 10:28:02.768103,short,117.18871446140868,119.95150967758923,90.90176804976568,-251.14296991024653,-2.357560818785467
