,0
2020-05-16 10:28:02.768103,10000.0
2020-05-17 10:28:02.768103,10000.0
2020-05-18 10:28:02.768103,10000.0
2020-05-19 10:28:02.768103,10000.0
2020-05-20 10:28:02.768103,10000.0
2020-05-21 10:28:02.768103,10000.0
2020-05-22 10:28:02.768103,10000.0
2020-05-23 10:28:02.768103,10000.0
2020-05-24 10:28:02.768103,10000.0
2020-05-25 10:28:02.768103,10000.0
2020-05-26 10:28:02.768103,10000.0
2020-05-27 10:28:02.768103,10000.0
2020-05-28 10:28:02.768103,10000.0
2020-05-29 10:28:02.768103,10000.0
2020-05-30 10:28:02.768103,10000.0
2020-05-31 10:28:02.768103,10000.0
2020-06-01 10:28:02.768103,10000.0
2020-06-02 10:28:02.768103,10000.0
2020-06-03 10:28:02.768103,10000.0
2020-06-04 10:28:02.768103,10000.0
2020-06-05 10:28:02.768103,10000.0
2020-06-06 10:28:02.768103,216.52084747908896
2020-06-07 10:28:02.768103,194.89244740057967
2020-06-08 10:28:02.768103,392.4757783719957
2020-06-09 10:28:02.768103,459.33103822120876
2020-06-10 10:28:02.768103,432.03616545568764
2020-06-11 10:28:02.768103,585.5871466368944
2020-06-12 10:28:02.768103,521.3021950281072
2020-06-13 10:28:02.768103,595.250313250441
2020-06-14 10:28:02.768103,625.0830951750481
2020-06-15 10:28:02.768103,698.3707463782762
2020-06-16 10:28:02.768103,429.05476196394676
2020-06-17 10:28:02.768103,419.51712156875027
2020-06-18 10:28:02.768103,559.8775402859508
2020-06-19 10:28:02.768103,432.20819695334137
2020-06-20 10:28:02.768103,595.7708107780547
2020-06-21 10:28:02.768103,555.0651819488114
2020-06-22 10:28:02.768103,821.0892974328411
2020-06-23 10:28:02.768103,992.7606383290853
2020-06-24 10:28:02.768103,955.3950056091387
2020-06-25 10:28:02.768103,844.474716438872
2020-06-26 10:28:02.768103,809.9905377674045
2020-06-27 10:28:02.768103,814.8994182567968
2020-06-28 10:28:02.768103,845.3298112582859
2020-06-29 10:28:02.768103,1037.1693421284476
2020-06-30 10:28:02.768103,1123.0975143387382
2020-07-01 10:28:02.768103,1173.724959220487
2020-07-02 10:28:02.768103,1023.343813333866
2020-07-03 10:28:02.768103,966.3659491248371
2020-07-04 10:28:02.768103,1194.1780750691255
2020-07-05 10:28:02.768103,8991.619515957447
2020-07-06 10:28:02.768103,215.73332998055264
2020-07-07 10:28:02.768103,294.2322237854545
2020-07-08 10:28:02.768103,204.08699887579297
2020-07-09 10:28:02.768103,57.78968078919688
2020-07-10 10:28:02.768103,-77.59571893188536
2020-07-11 10:28:02.768103,25.586537043250303
2020-07-12 10:28:02.768103,56.383126299171536
2020-07-13 10:28:02.768103,1.316446116130635
2020-07-14 10:28:02.768103,9156.828436647827
2020-07-15 10:28:02.768103,9156.828436647827
2020-07-16 10:28:02.768103,192.86711914854897
2020-07-17 10:28:02.768103,330.7293740281993
2020-07-18 10:28:02.768103,478.3553801909418
2020-07-19 10:28:02.768103,362.2890994390551
2020-07-20 10:28:02.768103,173.01638363692828
2020-07-21 10:28:02.768103,9153.483023276187
2020-07-22 10:28:02.768103,9153.483023276187
2020-07-23 10:28:02.768103,9153.483023276187
2020-07-24 10:28:02.768103,9153.483023276187
2020-07-25 10:28:02.768103,9153.483023276187
2020-07-26 10:28:02.768103,9153.483023276187
2020-07-27 10:28:02.768103,9153.483023276187
2020-07-28 10:28:02.768103,9153.483023276187
2020-07-29 10:28:02.768103,9153.483023276187
2020-07-30 10:28:02.768103,9153.483023276187
2020-07-31 10:28:02.768103,9153.483023276187
2020-08-01 10:28:02.768103,9153.483023276187
2020-08-02 10:28:02.768103,9153.483023276187
2020-08-03 10:28:02.768103,9153.483023276187
2020-08-04 10:28:02.768103,9153.483023276187
2020-08-05 10:28:02.768103,9153.483023276187
2020-08-06 10:28:02.768103,9153.483023276187
2020-08-07 10:28:02.768103,9153.483023276187
2020-08-08 10:28:02.768103,9153.483023276187
2020-08-09 10:28:02.768103,9153.483023276187
2020-08-10 10:28:02.768103,9153.483023276187
2020-08-11 10:28:02.768103,9153.483023276187
2020-08-12 10:28:02.768103,9153.483023276187
2020-08-13 10:28:02.768103,9153.483023276187
2020-08-14 10:28:02.768103,9153.483023276187
2020-08-15 10:28:02.768103,9153.483023276187
2020-08-16 10:28:02.768103,9153.483023276187
2020-08-17 10:28:02.768103,9153.483023276187
2020-08-18 10:28:02.768103,220.56177617392464
2020-08-19 10:28:02.768103,9102.554056812689
2020-08-20 10:28:02.768103,127.29050658188626
2020-08-21 10:28:02.768103,81.42022805528919
2020-08-22 10:28:02.768103,69.9143186329414
2020-08-23 10:28:02.768103,90.83858196722642
2020-08-24 10:28:02.768103,9180.34015412262
2020-08-25 10:28:02.768103,225.0581170465316
2020-08-26 10:28:02.768103,260.312902320711
2020-08-27 10:28:02.768103,356.85642415296866
2020-08-28 10:28:02.768103,367.6038018803325
2020-08-29 10:28:02.768103,303.6819362948863
2020-08-30 10:28:02.768103,42.14987148260087
2020-08-31 10:28:02.768103,7.288519582152816
2020-09-01 10:28:02.768103,-39.11143510536718
2020-09-02 10:28:02.768103,9389.451826304032
2020-09-03 10:28:02.768103,436.85983513280894
2020-09-04 10:28:02.768103,429.68462579765725
2020-09-05 10:28:02.768103,410.8575305309848
2020-09-06 10:28:02.768103,68.68747451671034
2020-09-07 10:28:02.768103,9494.691288397782
2020-09-08 10:28:02.768103,9494.691288397782
2020-09-09 10:28:02.768103,9494.691288397782
2020-09-10 10:28:02.768103,9494.691288397782
2020-09-11 10:28:02.768103,9494.691288397782
2020-09-12 10:28:02.768103,9494.691288397782
2020-09-13 10:28:02.768103,9494.691288397782
2020-09-14 10:28:02.768103,9494.691288397782
2020-09-15 10:28:02.768103,9494.691288397782
2020-09-16 10:28:02.768103,9494.691288397782
2020-09-17 10:28:02.768103,9494.691288397782
2020-09-18 10:28:02.768103,9494.691288397782
2020-09-19 10:28:02.768103,9494.691288397782
2020-09-20 10:28:02.768103,9494.691288397782
2020-09-21 10:28:02.768103,9494.691288397782
2020-09-22 10:28:02.768103,9494.691288397782
2020-09-23 10:28:02.768103,9494.691288397782
2020-09-24 10:28:02.768103,9494.691288397782
2020-09-25 10:28:02.768103,9494.691288397782
2020-09-26 10:28:02.768103,9494.691288397782
2020-09-27 10:28:02.768103,9494.691288397782
2020-09-28 10:28:02.768103,9494.691288397782
2020-09-29 10:28:02.768103,9494.691288397782
2020-09-30 10:28:02.768103,9494.691288397782
2020-10-01 10:28:02.768103,9494.691288397782
2020-10-02 10:28:02.768103,9494.691288397782
2020-10-03 10:28:02.768103,142.352435235925
2020-10-04 10:28:02.768103,-52.049394664732176
2020-10-05 10:28:02.768103,9722.5562247071
2020-10-06 10:28:02.768103,151.88648730869045
2020-10-07 10:28:02.768103,103.14147429583326
2020-10-08 10:28:02.768103,-21.088827295912807
2020-10-09 10:28:02.768103,147.83957552643048
2020-10-10 10:28:02.768103,325.8175962999687
2020-10-11 10:28:02.768103,241.0593133123468
2020-10-12 10:28:02.768103,187.4975073326097
2020-10-13 10:28:02.768103,140.27571088599706
2020-10-14 10:28:02.768103,79.04146401614337
2020-10-15 10:28:02.768103,9823.615969763761
2020-10-16 10:28:02.768103,9823.615969763761
2020-10-17 10:28:02.768103,9823.615969763761
2020-10-18 10:28:02.768103,9823.615969763761
2020-10-19 10:28:02.768103,-89.18204322868422
2020-10-20 10:28:02.768103,10094.686651717248
2020-10-21 10:28:02.768103,10094.686651717248
2020-10-22 10:28:02.768103,10094.686651717248
2020-10-23 10:28:02.768103,10094.686651717248
2020-10-24 10:28:02.768103,10094.686651717248
2020-10-25 10:28:02.768103,10094.686651717248
2020-10-26 10:28:02.768103,10094.686651717248
2020-10-27 10:28:02.768103,10094.686651717248
2020-10-28 10:28:02.768103,10094.686651717248
2020-10-29 10:28:02.768103,10094.686651717248
2020-10-30 10:28:02.768103,10094.686651717248
2020-10-31 10:28:02.768103,10094.686651717248
2020-11-01 10:28:02.768103,10094.686651717248
2020-11-02 10:28:02.768103,10094.686651717248
2020-11-03 10:28:02.768103,10094.686651717248
2020-11-04 10:28:02.768103,10094.686651717248
2020-11-05 10:28:02.768103,10094.686651717248
2020-11-06 10:28:02.768103,10094.686651717248
2020-11-07 10:28:02.768103,10094.686651717248
2020-11-08 10:28:02.768103,10094.686651717248
2020-11-09 10:28:02.768103,10094.686651717248
2020-11-10 10:28:02.768103,10094.686651717248
2020-11-11 10:28:02.768103,10094.686651717248
2020-11-12 10:28:02.768103,343.5603273215421
2020-11-13 10:28:02.768103,120.72484609821807
2020-11-14 10:28:02.768103,9988.927275869815
2020-11-15 10:28:02.768103,9988.927275869815
2020-11-16 10:28:02.768103,9988.927275869815
2020-11-17 10:28:02.768103,9988.927275869815
2020-11-18 10:28:02.768103,9988.927275869815
2020-11-19 10:28:02.768103,9988.927275869815
2020-11-20 10:28:02.768103,9988.927275869815
2020-11-21 10:28:02.768103,9988.927275869815
