entry_date,exit_date,direction,entry_price,exit_price,size,pnl,pnl_pct
2020-09-17 10:39:52.133410,2020-09-26 10:39:52.133410,long,105.19921542006117,106.30391132945027,23.74067135413003,26.226222531058607,1.050099000242587
2020-10-14 10:39:52.133410,2020-10-22 10:39:52.133410,long,120.5470479678567,120.22046451137594,20.761979373567183,-6.780518987201854,-0.2709178382931815
2020-11-29 10:39:52.133410,2020-12-10 10:39:52.133410,long,145.96652747817916,168.77479294674458,17.126205942533165,390.6190516066191,15.625682039997201
2021-01-05 10:39:52.133410,2021-01-08 10:39:52.133410,long,194.56255580844825,179.46632956901036,11.066243076144014,-167.05850909808322,-7.759060409496528
2021-01-20 10:39:52.133410,2021-01-23 10:39:52.133410,long,200.36623774749933,183.77080585328682,9.89668305077993,-164.23972954782562,-8.282549036592684
2021-02-15 10:39:52.133410,2021-02-24 10:39:52.133410,long,208.77328361793835,214.9455534346498,7.663176859873144,47.299195232316734,2.9564462031487277
2021-03-01 10:39:52.133410,2021-03-06 10:39:52.133410,long,239.19701019569712,230.17799156928805,10.281522678739135,-92.72924454739548,-3.770539865456607
2021-03-22 10:39:52.133410,2021-03-25 10:39:52.133410,long,251.84102623167996,244.41013176385366,9.176402109862366,-68.1888756727259,-2.9506290452415365
2021-04-06 10:39:52.133410,2021-04-15 10:39:52.133410,long,266.72142299627274,272.947725169226,5.065669277881715,31.54038763233739,2.334383981237326
2021-05-03 10:39:52.133410,2021-05-08 10:39:52.133410,long,322.6277164859752,384.3472366531572,6.423996139356208,396.4859592768948,19.13025974315662
2021-05-10 10:39:52.133410,2021-05-14 10:39:52.133410,long,396.6163248586343,365.4050647969442,5.32898125344361,-166.32421976509977,-7.8693836096672785
2021-12-27 10:39:52.133410,2022-01-01 10:39:52.133410,long,379.1311137598693,370.72527965501075,6.705683220381832,-56.36686071026345,-2.2171311717198137
2023-01-12 10:39:52.133410,2023-01-18 10:39:52.133410,long,267.5285351920741,260.9338237909764,7.556574312255348,-49.83342677027234,-2.465049717542458
2023-02-07 10:39:52.133410,2023-02-27 10:39:52.133410,long,299.9493017736214,315.81352236373425,5.027960344309569,79.76467202046669,5.288967334248348
2023-05-27 10:39:52.133410,2023-06-03 10:39:52.133410,long,358.93889508780126,360.75571655686656,7.056083849021853,12.819644624427841,0.5061645572349812
2023-06-08 10:39:52.133410,2023-06-12 10:39:52.133410,long,386.95895144289875,374.55900859058335,6.550141086561835,-81.2213751479699,-3.2044594926873504
2023-08-07 10:39:52.133410,2023-08-29 10:39:52.133410,long,371.1102876418486,392.7027744188151,6.771852930887235,146.2211448657448,5.818347670761703
2023-09-01 10:39:52.133410,2023-09-09 10:39:52.133410,long,414.15863452137006,408.04540897967814,6.153030179669484,-37.6148612531567,-1.476058937840757
2023-10-05 10:39:52.133410,2023-10-11 10:39:52.133410,long,414.67827239819286,406.0687888881892,6.119616822970369,-52.686740124904354,-2.0761838955807264
2024-03-14 10:39:52.133410,2024-03-23 10:39:52.133410,long,372.36467845200167,381.0468431078584,5.421048174380508,47.06643285730322,2.3316294907321335
2024-04-23 10:39:52.133410,2024-05-10 10:39:52.133410,long,393.08365800414265,405.6390496242589,6.446446734162788,80.93766330563335,3.194076213665425
2025-03-05 10:39:52.133410,2025-03-14 10:39:52.133410,long,456.969876244985,447.57530084483085,5.586627478964539,-52.48399308370555,-2.05584129031684
2025-05-28 10:39:52.133410,2025-06-01 10:39:52.133410,long,456.3108954926309,439.94169473239424,5.563202416084197,-91.06517721871582,-3.5872912354118887
2025-09-07 10:39:52.133410,2025-09-21 10:39:52.133410,long,413.9555208151208,444.74442868823996,4.859576113985735,149.62104127591726,7.4377333614231445
