entry_date,exit_date,direction,entry_price,exit_price,size,pnl,pnl_pct
2020-09-17 10:45:54.855681,2020-09-26 10:45:54.855681,long,105.19921542006117,106.30391132945027,23.74067135413003,26.226222531058607,1.050099000242587
2020-10-03 10:45:54.855681,2020-10-18 10:45:54.855681,long,110.18079822507356,124.57822456993532,22.715349350986095,327.0425691786256,13.067092067577136
2020-11-04 10:45:54.855681,2020-11-19 10:45:54.855681,long,132.62261564230403,132.40783551141942,19.477385073054588,-4.183355315280528,-0.16194834481615736
2020-11-23 10:45:54.855681,2020-12-08 10:45:54.855681,long,139.55660212736123,160.32212486332864,18.492905685801205,384.01485347260586,14.87964196564238
2020-12-10 10:45:54.855681,2020-12-15 10:45:54.855681,long,173.23082383885338,171.04380161666074,15.171848469231593,-33.18116975394886,-1.262490227620864
2021-01-05 10:45:54.855681,2021-01-08 10:45:54.855681,long,194.56255580844825,179.46632956901036,11.363242127376461,-171.54207396838663,-7.759060409496528
2021-01-20 10:45:54.855681,2021-01-23 10:45:54.855681,long,200.36623774749933,183.77080585328682,8.129834487828782,-134.9181145539826,-8.282549036592684
2021-02-15 10:45:54.855681,2021-02-24 10:45:54.855681,long,208.77328361793835,214.9455534346498,5.921357894513189,36.5482186062499,2.9564462031487277
2021-02-27 10:45:54.855681,2021-03-06 10:45:54.855681,long,230.6840415886644,230.17799156928805,10.076145343512081,-5.099033546323167,-0.21936932259869543
2021-03-22 10:45:54.855681,2021-03-25 10:45:54.855681,long,251.84102623167996,244.41013176385366,9.52703978227575,-70.79442721287401,-2.9506290452415365
2021-04-06 10:45:54.855681,2021-04-15 10:45:54.855681,long,266.72142299627274,272.947725169226,5.259232557209181,32.745571099017944,2.334383981237326
2021-04-22 10:45:54.855681,2021-04-26 10:45:54.855681,long,298.43111473795733,281.23812882333993,6.729129483956449,-115.69382843529985,-5.761123778837202
2021-05-03 10:45:54.855681,2021-05-08 10:45:54.855681,long,322.6277164859752,384.3472366531572,6.592309049903763,406.8741513538317,19.13025974315662
2021-05-10 10:45:54.855681,2021-05-14 10:45:54.855681,long,396.6163248586343,365.4050647969442,5.468604056067265,-170.6820233683287,-7.8693836096672785
2021-06-22 10:45:54.855681,2021-07-02 10:45:54.855681,long,393.61591875969754,399.31808327308715,5.433485087720538,30.982625851231727,1.4486620691961367
